iteration,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,p41_x,p41_y,p42_x,p42_y,p43_x,p43_y,p44_x,p44_y,p45_x,p45_y,p46_x,p46_y,p47_x,p47_y,p48_x,p48_y,p49_x,p49_y,global_best_x,global_best_y,global_best_value
144,15.6258,15.6311,15.5917,15.4261,15.8494,15.9612,15.7480,15.6193,15.6715,15.5396,15.5702,15.5319,15.6616,15.6186,15.4824,15.8464,15.8358,15.2629,15.4584,15.6755,15.6263,15.6147,15.7797,15.4337,15.4205,15.4730,15.5248,15.7314,15.6531,15.6101,15.5198,15.6023,15.7304,15.6442,15.6113,15.5863,15.3594,15.8000,15.6073,15.4292,15.6316,15.6029,15.5534,15.7329,15.7371,15.5270,15.3451,15.7832,15.6832,15.6166,15.8749,15.8154,15.5823,15.6481,15.6182,15.5975,15.3157,15.6606,15.6427,15.6598,15.7548,15.5427,15.5199,15.6537,15.5572,15.5375,15.6170,15.5765,15.8428,15.5639,15.5974,15.5854,15.6228,15.5833,15.7557,15.2553,15.7024,15.5381,15.6549,15.5996,15.6640,15.6532,15.7028,15.6426,15.5657,15.6035,15.6897,15.6126,15.6481,15.6287,15.6255,15.5914,15.6294,15.5838,15.7990,15.8085,15.6098,15.6249,15.6600,15.7632,15.629382,15.583850,828.365620
146,15.6102,15.8344,15.6133,15.5164,15.6774,15.6661,15.7649,15.6244,15.6574,15.5544,15.6139,15.5702,15.2832,15.2114,15.5785,15.6748,15.7844,15.3428,15.4999,15.6532,15.6245,15.6325,15.7699,15.4435,15.6323,15.5854,15.5798,15.6537,15.7477,15.7147,15.5987,15.5890,15.7124,15.6334,15.7688,15.5650,15.3162,15.8346,15.5672,15.1488,15.6424,15.6938,15.5763,15.6880,15.7886,15.4998,15.3520,15.7784,15.6431,15.5922,15.8161,15.7600,15.6078,15.6134,15.6225,15.5922,15.0126,15.7348,15.6938,15.9516,15.7888,15.5315,15.4243,15.7148,15.6144,15.5742,15.4209,15.4601,15.7444,15.5731,15.4991,15.5900,15.5664,15.5790,15.7217,15.3436,15.7583,15.5031,15.7213,15.6406,15.6488,15.6228,15.7011,15.6413,15.5897,15.5961,15.6491,15.5933,15.7822,15.9498,15.6721,15.5011,15.6294,15.5838,15.6283,15.5824,15.6250,15.5930,15.6465,15.6838,15.629382,15.583850,828.365620
148,15.6240,15.6536,15.5584,15.2865,15.7672,15.8202,15.6866,15.6010,15.7085,15.5006,15.4416,15.4190,15.3292,15.2608,15.4824,15.8462,15.6948,15.4821,15.6272,15.5850,15.6274,15.6034,15.6290,15.5842,15.3212,15.4202,15.5703,15.6672,15.6913,15.6523,15.5866,15.5910,15.7307,15.6443,15.6719,15.5781,15.4530,15.7251,15.6122,15.4635,15.6414,15.6850,15.5670,15.7063,15.7326,15.5294,15.5949,15.6081,15.7194,15.6386,15.8732,15.8139,15.5907,15.6367,15.6212,15.5939,15.2381,15.6796,15.6630,15.7758,15.9426,15.4810,15.4889,15.6735,15.5703,15.5460,15.5662,15.5463,15.8636,15.5620,15.5316,15.5885,15.5496,15.5777,15.7381,15.3011,15.8140,15.4682,15.6191,15.5775,15.6573,15.6397,15.7672,15.6941,15.6006,15.5927,15.6700,15.6032,15.6931,15.7366,15.6308,15.5811,15.6294,15.5838,15.9427,15.9989,15.6026,15.6401,15.6405,15.6488,15.629382,15.583850,828.365620
150,15.6122,15.8083,15.6136,15.5178,15.7349,15.7648,15.7799,15.6289,15.6944,15.5155,15.6293,15.5838,15.4802,15.4234,15.5868,15.6599,15.9177,15.1355,15.4357,15.6876,15.6275,15.6025,15.8917,15.3218,15.5557,15.5447,15.5449,15.7030,15.6106,15.5630,15.4876,15.6077,15.6563,15.5999,15.7231,15.5712,15.4513,15.7265,15.6072,15.4284,15.6340,15.6229,15.5739,15.6927,15.6939,15.5498,15.4373,15.7186,15.7066,15.6308,15.7177,15.6671,15.6175,15.6000,15.6214,15.5936,15.4174,15.6357,15.6615,15.7674,15.8854,15.4998,15.4344,15.7083,15.5867,15.5564,15.4441,15.4739,15.8235,15.5657,15.5752,15.5864,15.6280,15.5837,15.7166,15.3570,15.6850,15.5490,15.6836,15.6173,15.6759,15.6770,15.7856,15.7088,15.6021,15.5923,15.6744,15.6053,15.6668,15.6735,15.6652,15.5145,15.6294,15.5838,15.6503,15.6116,15.6179,15.6079,15.6470,15.6871,15.629382,15.583850,828.365620
152,15.6184,15.7266,15.5874,15.4082,15.7600,15.8078,15.6895,15.6018,15.7106,15.4985,15.5428,15.5079,15.3850,15.3210,15.5613,15.7055,15.7514,15.3942,15.4720,15.6682,15.6269,15.6085,15.6611,15.5522,15.3005,15.4092,15.5772,15.6575,15.7537,15.7214,15.4623,15.6120,15.8195,15.6974,15.7477,15.5678,15.3769,15.7861,15.5842,15.2676,15.6383,15.6586,15.5648,15.7105,15.8616,15.4613,15.4388,15.7175,15.6903,15.6209,15.8751,15.8156,15.5797,15.6517,15.6259,15.5881,15.2906,15.6668,15.6574,15.7439,15.7057,15.5588,15.5643,15.6254,15.5983,15.5639,15.4924,15.5026,15.7963,15.5683,15.6044,15.5850,15.5409,15.5770,15.7116,15.3700,15.8142,15.4681,15.6434,15.5925,15.6863,15.6979,15.6087,15.5673,15.5946,15.5946,15.6834,15.6096,15.7868,15.9607,15.6357,15.5716,15.6294,15.5838,15.7295,15.7165,15.6199,15.6037,15.6510,15.7106,15.629382,15.583850,828.365620
154,15.6138,15.7864,15.5966,15.4464,15.7800,15.8421,15.8535,15.6509,15.6317,15.5814,15.5716,15.5332,15.3763,15.3116,15.4862,15.8395,15.8246,15.2803,15.5548,15.6238,15.6248,15.6288,15.6403,15.5730,15.5853,15.5604,15.5819,15.6508,15.7079,15.6707,15.5763,15.5928,15.6661,15.6058,15.7059,15.5735,15.4228,15.7493,15.6121,15.4629,15.6366,15.6450,15.5484,15.7427,15.6474,15.5743,15.3982,15.7460,15.6303,15.5844,15.9830,15.9174,15.5983,15.6263,15.6164,15.5998,15.4230,15.6343,15.6459,15.6783,15.8375,15.5155,15.3943,15.7339,15.6008,15.5655,15.4729,15.4910,15.7381,15.5737,15.5971,15.5854,15.6290,15.5838,15.7280,15.3272,15.8793,15.4273,15.7068,15.6317,15.6758,15.6769,15.8460,15.7571,15.6163,15.5879,15.6751,15.6057,15.6267,15.5774,15.6580,15.5285,15.6294,15.5838,15.8062,15.8181,15.6192,15.6052,15.6435,15.6664,15.629382,15.583850,828.365620
156,15.6159,15.7589,15.5657,15.3174,15.7438,15.7801,15.7307,15.6141,15.6736,15.5373,15.5813,15.5416,15.5883,15.5396,15.5519,15.7222,15.8600,15.2253,15.5590,15.6216,15.6277,15.6002,15.7382,15.4751,15.2757,15.3961,15.5496,15.6964,15.7529,15.7205,15.6702,15.5770,15.6560,15.5997,15.6624,15.5794,15.4665,15.7143,15.5980,15.3641,15.6380,15.6567,15.5969,15.6476,15.7640,15.5128,15.6124,15.5958,15.6807,15.6150,15.6929,15.6437,15.6157,15.6025,15.6163,15.5999,15.2437,15.6782,15.6849,15.9009,15.8349,15.5163,15.5995,15.6029,15.6008,15.5655,15.5373,15.5292,15.8542,15.5629,15.5772,15.5863,15.6317,15.5840,15.7192,15.3501,15.6369,15.5791,15.6536,15.5988,15.6316,15.5883,15.6752,15.6205,15.6036,15.5918,15.6537,15.5955,15.7236,15.8095,15.6504,15.5431,15.6294,15.5838,15.7648,15.7632,15.6073,15.6303,15.6414,15.6543,15.629382,15.583850,828.365620
158,15.6059,15.8903,15.6034,15.4751,15.7579,15.8043,15.7704,15.6260,15.6379,15.5749,15.6155,15.5717,15.3367,15.2690,15.5193,15.7804,15.8419,15.2534,15.4968,15.6549,15.6254,15.6227,15.6989,15.5144,15.2703,15.3932,15.5840,15.6478,15.6640,15.6222,15.4612,15.6121,15.8203,15.6978,15.6841,15.5764,15.2483,15.8890,15.6079,15.4335,15.6360,15.6399,15.5539,15.7319,15.8195,15.4835,15.5084,15.6687,15.7579,15.6620,15.9638,15.8993,15.5914,15.6358,15.6222,15.5926,15.3199,15.6596,15.7083,16.0345,15.6555,15.5753,15.4753,15.6822,15.5808,15.5527,15.3976,15.4463,15.8560,15.5627,15.5065,15.5897,15.5242,15.5757,15.6553,15.5164,15.6864,15.5482,15.6705,15.6093,15.6834,15.6920,15.8102,15.7285,15.6009,15.5926,15.6439,15.5908,15.6764,15.6964,15.6306,15.5815,15.6294,15.5838,15.8462,15.8711,15.6173,15.6092,15.6463,15.6828,15.629382,15.583850,828.365620
160,15.6105,15.8294,15.5994,15.4584,15.6252,15.5768,15.7800,15.6289,15.7178,15.4909,15.5600,15.5230,15.2266,15.1505,15.5804,15.6713,15.6381,15.5703,15.5082,15.6488,15.6244,15.6330,15.7313,15.4821,15.4926,15.5113,15.5755,15.6598,15.6718,15.6307,15.5681,15.5942,15.6154,15.5755,15.7092,15.5730,15.4205,15.7511,15.6044,15.4090,15.6349,15.6306,15.5621,15.7159,15.7049,15.5440,15.5383,15.6478,15.6546,15.5992,15.6361,15.5902,15.6088,15.6120,15.6243,15.5901,15.3022,15.6639,15.6267,15.5684,15.7765,15.5355,15.3364,15.7709,15.6128,15.5732,15.5968,15.5645,15.7122,15.5761,15.6024,15.5851,15.5609,15.5786,15.7432,15.2878,15.8071,15.4725,15.6904,15.6216,15.6547,15.6347,15.7522,15.6821,15.5760,15.6003,15.6961,15.6157,15.6762,15.6960,15.6589,15.5266,15.6294,15.5838,15.7087,15.6889,15.6030,15.6394,15.6464,15.6836,15.629382,15.583850,828.365620
162,15.6250,15.6416,15.5922,15.4282,15.7696,15.8243,15.7270,15.6130,15.6978,15.5119,15.5782,15.5389,15.4599,15.4015,15.5415,15.7408,15.8319,15.2690,15.4848,15.6613,15.6274,15.6030,15.7578,15.4555,15.3758,15.4492,15.5404,15.7093,15.6637,15.6218,15.5444,15.5982,15.7265,15.6418,15.7394,15.5689,15.5088,15.6804,15.6251,15.5539,15.6420,15.6900,15.5214,15.7957,15.7894,15.4994,15.4911,15.6808,15.6417,15.5914,15.8524,15.7942,15.6071,15.6144,15.6215,15.5935,15.4276,15.6332,15.6820,15.8840,15.8107,15.5243,15.4138,15.7215,15.6101,15.5715,15.5178,15.5176,15.7513,15.5725,15.6162,15.5845,15.6478,15.5853,15.6979,15.4057,15.6858,15.5485,15.6413,15.5912,15.6638,15.6527,15.6883,15.6310,15.5947,15.5945,15.6529,15.5951,15.6969,15.7456,15.6406,15.5621,15.6294,15.5838,15.8427,15.8665,15.6255,15.5920,15.6333,15.6068,15.629382,15.583850,828.365620
164,15.6053,15.8978,15.5971,15.4486,15.7108,15.7235,15.8270,15.6429,15.7118,15.4972,15.5593,15.5224,15.4952,15.4395,15.5434,15.7374,15.7092,15.4598,15.5793,15.6107,15.6248,15.6294,15.7260,15.4874,15.4844,15.5069,15.5991,15.6265,15.7134,15.6768,15.4894,15.6074,15.7945,15.6824,15.7069,15.5733,15.3428,15.8133,15.5731,15.1899,15.6291,15.5815,15.6109,15.6202,15.8704,15.4567,15.4680,15.6971,15.7474,15.6556,15.7765,15.7226,15.6023,15.6209,15.6184,15.5973,15.3834,15.6440,15.6637,15.7796,15.6872,15.5649,15.4168,15.7195,15.5514,15.5338,15.3941,15.4442,15.8823,15.5603,15.5211,15.5890,15.5119,15.5748,15.6909,15.4237,15.7252,15.5238,15.7038,15.6298,15.6495,15.6242,15.7253,15.6606,15.5748,15.6007,15.6994,15.6172,15.6970,15.7458,15.6569,15.5306,15.6294,15.5838,15.7371,15.7265,15.6073,15.6303,15.6354,15.6190,15.629382,15.583850,828.365620
166,15.6152,15.7689,15.6003,15.4620,15.7559,15.8009,15.7289,15.6136,15.6619,15.5497,15.5556,15.5191,15.5863,15.5375,15.4811,15.8486,15.6081,15.6169,15.5358,15.6340,15.6269,15.6081,15.7109,15.5024,15.4851,15.5073,15.5324,15.7206,15.6721,15.6311,15.5195,15.6023,15.7458,15.6534,15.7226,15.5712,15.3600,15.7996,15.5921,15.3230,15.6328,15.6124,15.5553,15.7293,15.7995,15.4940,15.3089,15.8087,15.6485,15.5955,15.6522,15.6054,15.6170,15.6008,15.6258,15.5882,15.2721,15.6713,15.6344,15.6126,15.8819,15.5009,15.6011,15.6019,15.6173,15.5761,15.7039,15.6281,15.6639,15.5806,15.5321,15.5885,15.5457,15.5774,15.7196,15.3492,15.8066,15.4728,15.6478,15.5952,15.6659,15.6570,15.7133,15.6510,15.6134,15.5888,15.6532,15.5952,15.7929,15.9753,15.6459,15.5518,15.6294,15.5838,15.8814,15.9177,15.6093,15.6261,15.6537,15.7262,15.629382,15.583850,828.365620
168,15.6273,15.6110,15.5635,15.3082,15.7015,15.7075,15.8029,15.6357,15.7009,15.5086,15.5823,15.5425,15.2224,15.1460,15.5672,15.6949,15.8645,15.2183,15.3765,15.7194,15.6298,15.5801,15.6630,15.5503,15.5047,15.5177,15.5655,15.6739,15.6249,15.5789,15.5692,15.5940,15.6230,15.5800,15.7412,15.5687,15.4811,15.7026,15.6078,15.4330,15.6343,15.6254,15.5875,15.6660,15.8342,15.4757,15.5256,15.6567,15.6668,15.6066,15.8864,15.8262,15.6021,15.6212,15.6164,15.5998,15.3723,15.6468,15.6753,15.8459,15.7785,15.5349,15.3517,15.7611,15.6430,15.5926,15.4351,15.4686,15.8288,15.5653,15.6184,15.5844,15.6065,15.5821,15.6678,15.4838,15.7581,15.5033,15.6894,15.6209,15.6722,15.6697,15.7677,15.6945,15.5649,15.6037,15.6859,15.6108,15.6689,15.6786,15.6347,15.5735,15.6294,15.5838,15.9039,15.9476,15.6236,15.5960,15.6433,15.6651,15.629382,15.583850,828.365620
170,15.6110,15.8235,15.5613,15.2987,15.7908,15.8607,15.7940,15.6331,15.6812,15.5293,15.5937,15.5525,15.4377,15.3776,15.5148,15.7884,15.8549,15.2333,15.5772,15.6118,15.6245,15.6322,15.6583,15.5549,15.4578,15.4928,15.5219,15.7354,15.8075,15.7809,15.6237,15.5848,15.7545,15.6585,15.6802,15.5770,15.5276,15.6654,15.5998,15.3770,15.6346,15.6280,15.5843,15.6723,15.7053,15.5438,15.3975,15.7465,15.6876,15.6192,15.7145,15.6642,15.5968,15.6283,15.6230,15.5916,15.4672,15.6235,15.6393,15.6403,15.8613,15.5077,15.5062,15.6625,15.5723,15.5472,15.5188,15.5182,15.9006,15.5586,15.4940,15.5903,15.5651,15.5789,15.7683,15.2225,15.6326,15.5818,15.6503,15.5968,15.6640,15.6531,15.7327,15.6665,15.5799,15.5991,15.6733,15.6048,15.7190,15.7984,15.6475,15.5487,15.6294,15.5838,15.6470,15.6072,15.6187,15.6062,15.6283,15.5777,15.629382,15.583850,828.365620
172,15.6082,15.8599,15.5961,15.4446,15.7338,15.7629,15.7202,15.6110,15.7272,15.4810,15.5575,15.5208,15.3552,15.2888,15.5302,15.7609,15.7661,15.3713,15.4464,15.6819,15.6258,15.6188,15.6839,15.5293,15.5481,15.5407,15.5854,15.6459,15.6888,15.6496,15.4962,15.6063,15.7328,15.6456,15.7046,15.5737,15.3060,15.8428,15.6224,15.5349,15.6472,15.7339,15.6016,15.6383,15.8061,15.4906,15.5346,15.6503,15.7016,15.6278,15.9735,15.9085,15.6172,15.6006,15.6236,15.5910,15.3549,15.6510,15.6675,15.8015,15.8206,15.5210,15.5556,15.6309,15.6110,15.5720,15.3446,15.4148,15.8702,15.5614,15.4662,15.5916,15.6123,15.5825,15.6104,15.6331,15.6896,15.5461,15.6530,15.5984,15.6572,15.6396,15.7713,15.6974,15.6127,15.5890,15.7045,15.6197,15.7425,15.8548,15.6517,15.5406,15.6294,15.5838,15.7887,15.7949,15.6185,15.6067,15.6518,15.7148,15.629382,15.583850,828.365620
174,15.6082,15.8600,15.5989,15.4561,15.7141,15.7291,15.7737,15.6270,15.7326,15.4753,15.5636,15.5261,15.5225,15.4689,15.5042,15.8075,15.8005,15.3178,15.4940,15.6564,15.6301,15.5763,15.8461,15.3674,15.4612,15.4946,15.5473,15.6995,15.5925,15.5430,15.5744,15.5931,15.7292,15.6434,15.6719,15.5781,15.6247,15.5876,15.5795,15.2352,15.6383,15.6588,15.6161,15.6098,15.7597,15.5151,15.5422,15.6450,15.6639,15.6049,15.9500,15.8863,15.5962,15.6291,15.6155,15.6009,15.3289,15.6574,15.6476,15.6877,15.7842,15.5330,15.3401,15.7685,15.5807,15.5526,15.5235,15.5210,15.8709,15.5613,15.5556,15.5873,15.6356,15.5843,15.7054,15.3862,15.7298,15.5210,15.6485,15.5957,15.6477,15.6205,15.7329,15.6667,15.5758,15.6004,15.6467,15.5921,15.6929,15.7359,15.6494,15.5451,15.6294,15.5838,15.8133,15.8275,15.6165,15.6108,15.6471,15.6873,15.629382,15.583850,828.365620
176,15.6165,15.7521,15.5757,15.3592,15.7289,15.7545,15.7550,15.6214,15.6713,15.5398,15.6256,15.5805,15.2364,15.1611,15.4665,15.8747,15.6959,15.4805,15.5273,15.6386,15.6237,15.6399,15.7116,15.5018,15.5026,15.5166,15.6135,15.6062,15.7500,15.7173,15.5168,15.6028,15.7023,15.6274,15.7346,15.5696,15.3694,15.7921,15.6202,15.5194,15.6296,15.5854,15.5304,15.7780,15.6574,15.5690,15.4723,15.6941,15.7512,15.6579,15.8808,15.8210,15.6009,15.6227,15.6264,15.5875,15.2318,15.6811,15.6533,15.7207,15.7898,15.5312,15.5218,15.6525,15.5858,15.5558,15.4051,15.4507,15.8460,15.5636,15.5682,15.5867,15.5258,15.5759,15.7119,15.3691,15.6389,15.5779,15.6726,15.6106,15.6776,15.6805,15.7466,15.6776,15.5763,15.6002,15.6795,15.6077,15.7325,15.8309,15.6553,15.5337,15.6294,15.5838,15.9256,15.9763,15.6251,15.5928,15.6347,15.6149,15.629382,15.583850,828.365620
178,15.6230,15.6668,15.6124,15.5127,15.8128,15.8984,15.8612,15.6532,15.6608,15.5508,15.4970,15.4677,15.5365,15.4840,15.4119,15.9723,15.9483,15.0879,15.5687,15.6164,15.6281,15.5962,15.6962,15.5172,15.2861,15.4016,15.5436,15.7048,15.6613,15.6192,15.6184,15.5857,15.8458,15.7130,15.7378,15.5692,15.5615,15.6382,15.5853,15.2754,15.6426,15.6955,15.5621,15.7159,15.7908,15.4986,15.4829,15.6866,15.7248,15.6418,15.7651,15.7118,15.6257,15.5889,15.6228,15.5919,15.4234,15.6343,15.6517,15.7113,15.7534,15.5431,15.4069,15.7259,15.6247,15.5809,15.5910,15.5611,15.8275,15.5654,15.4784,15.5910,15.6219,15.5833,15.7809,15.1896,15.7954,15.4799,15.6483,15.5955,15.6524,15.6300,15.8005,15.7207,15.6368,15.5816,15.6391,15.5885,15.6697,15.6805,15.6538,15.5365,15.6294,15.5838,15.8262,15.8446,15.6150,15.6140,15.6304,15.5899,15.629382,15.583850,828.365620
180,15.6010,15.9542,15.5931,15.4321,15.6958,15.6977,15.8328,15.6447,15.6593,15.5524,15.4989,15.4693,15.6002,15.5524,15.4721,15.8648,15.6404,15.5667,15.5035,15.6513,15.6284,15.5937,15.7034,15.5100,15.6440,15.5916,15.5638,15.6763,15.7060,15.6686,15.5551,15.5963,15.7121,15.6332,15.6904,15.5756,15.4582,15.7209,15.6095,15.4450,15.6382,15.6577,15.5311,15.7767,15.6880,15.5529,15.4038,15.7421,15.6865,15.6186,15.8119,15.7560,15.5910,15.6362,15.6156,15.6007,15.5306,15.6080,15.6554,15.7326,15.7475,15.5451,15.3533,15.7601,15.5713,15.5466,15.4455,15.4747,15.6658,15.5805,15.5887,15.5858,15.5625,15.5787,15.6450,15.5433,15.7569,15.5040,15.6816,15.6161,15.6609,15.6469,15.7746,15.7000,15.5835,15.5980,15.6947,15.6150,15.6517,15.6372,15.6529,15.5383,15.6294,15.5838,15.8026,15.8133,15.6186,15.6065,15.6621,15.7757,15.629382,15.583850,828.365620
182,15.6271,15.6135,15.5620,15.3018,15.7010,15.7066,15.6855,15.6006,15.7054,15.5039,15.6065,15.5638,15.3325,15.2644,15.5666,15.6960,15.6830,15.5004,15.4501,15.6800,15.6250,15.6274,15.7196,15.4937,15.2329,15.3733,15.5647,15.6750,15.6644,15.6226,15.5497,15.5973,15.6654,15.6053,15.6921,15.5753,15.3022,15.8459,15.6109,15.4547,15.6387,15.6624,15.5647,15.7108,15.7000,15.5466,15.3550,15.7764,15.6907,15.6211,15.8519,15.7937,15.6087,15.6121,15.6221,15.5927,15.3685,15.6477,15.6379,15.6323,15.7140,15.5560,15.5581,15.6293,15.5750,15.5489,15.5635,15.5447,15.9289,15.5559,15.5499,15.5876,15.6129,15.5826,15.7226,15.3413,15.7604,15.5018,15.6279,15.5829,15.6471,15.6194,15.8386,15.7513,15.5910,15.5957,15.6629,15.5998,15.7502,15.8731,15.6500,15.5440,15.6294,15.5838,15.7705,15.7708,15.6141,15.6160,15.6285,15.5786,15.629382,15.583850,828.365620
184,15.6075,15.8692,15.6280,15.5780,15.8851,16.0223,15.7501,15.6200,15.6750,15.5359,15.5583,15.5215,15.6241,15.5782,15.4812,15.8484,15.7721,15.3619,15.5853,15.6075,15.6259,15.6184,15.7637,15.4497,15.2770,15.3967,15.6118,15.6086,15.6690,15.6277,15.4922,15.6069,15.8549,15.7185,15.7107,15.5728,15.4927,15.6933,15.6091,15.4419,15.6303,15.5914,15.5344,15.7702,15.7782,15.5053,15.5606,15.6321,15.7692,15.6689,15.7591,15.7062,15.6098,15.6107,15.6252,15.5890,15.2283,15.6820,15.6571,15.7422,15.8991,15.4953,15.4456,15.7012,15.6016,15.5660,15.5485,15.5358,15.8362,15.5646,15.5113,15.5894,15.6365,15.5844,15.6487,15.5336,15.7478,15.5097,15.7011,15.6281,15.6629,15.6510,15.6594,15.6079,15.6360,15.5818,15.6547,15.5959,15.6803,15.7057,15.6481,15.5475,15.6294,15.5838,15.7990,15.8085,15.6109,15.6227,15.6440,15.6695,15.629382,15.583850,828.365620
186,15.6133,15.7937,15.6002,15.4615,15.6822,15.6744,15.6722,15.5966,15.6348,15.5781,15.5687,15.5306,15.6284,15.5828,15.5330,15.7560,15.8770,15.1988,15.5859,15.6072,15.6229,15.6478,15.7668,15.4466,15.5847,15.5601,15.5548,15.6890,15.7005,15.6626,15.5454,15.5980,15.6181,15.5771,15.7606,15.5661,15.3914,15.7744,15.6042,15.4079,15.6433,15.7011,15.5288,15.7813,15.6663,15.5643,15.3519,15.7785,15.6613,15.6032,15.8322,15.7752,15.5877,15.6408,15.6212,15.5939,15.2649,15.6730,15.6691,15.8108,15.8893,15.4985,15.4185,15.7185,15.6065,15.5692,15.6281,15.5831,15.5047,15.5955,15.5540,15.5874,15.5509,15.5778,15.7224,15.3419,15.7308,15.5203,15.6479,15.5953,15.6760,15.6772,15.8111,15.7292,15.6149,15.5883,15.6913,15.6134,15.7353,15.8374,15.6515,15.5410,15.6294,15.5838,15.8739,15.9078,15.6194,15.6047,15.6397,15.6441,15.629382,15.583850,828.365620
188,15.6013,15.9501,15.5956,15.4426,15.8156,15.9031,15.8390,15.6465,15.6588,15.5529,15.5684,15.5304,15.4903,15.4343,15.5428,15.7384,15.6575,15.5402,15.5210,15.6419,15.6256,15.6212,15.7972,15.4162,15.2271,15.3703,15.5546,15.6893,15.7507,15.7180,15.5077,15.6043,15.7233,15.6399,15.7726,15.5645,15.3737,15.7886,15.6080,15.4340,15.6324,15.6097,15.5902,15.6607,15.7530,15.5186,15.5963,15.6071,15.7108,15.6333,15.8899,15.8296,15.6146,15.6040,15.6249,15.5894,15.3520,15.6517,15.6660,15.7927,15.6818,15.5666,15.5197,15.6538,15.5956,15.5622,15.4482,15.4763,15.9313,15.5557,15.5211,15.5890,15.6218,15.5833,15.7148,15.3617,15.7349,15.5178,15.6437,15.5927,15.6477,15.6205,15.6950,15.6364,15.6065,15.5909,15.6504,15.5939,15.7796,15.9435,15.6675,15.5101,15.6294,15.5838,15.7950,15.8032,15.6290,15.5847,15.6374,15.6309,15.629382,15.583850,828.365620
190,15.6055,15.8954,15.6112,15.5078,15.8443,15.9524,15.6589,15.5927,15.6630,15.5485,15.5243,15.4916,15.2635,15.1902,15.4803,15.8501,15.8387,15.2584,15.3949,15.7095,15.6260,15.6171,15.6774,15.5359,15.6171,15.5773,15.5508,15.6946,15.6222,15.5759,15.5357,15.5996,15.7645,15.6645,15.6771,15.5774,15.3602,15.7994,15.6023,15.3942,15.6382,15.6580,15.5429,15.7535,15.7350,15.5281,15.5865,15.6139,15.7019,15.6279,15.7799,15.7258,15.6293,15.5840,15.6272,15.5865,15.4698,15.6229,15.6567,15.7396,15.8632,15.5071,15.3531,15.7602,15.5726,15.5474,15.4294,15.4652,15.8094,15.5671,15.5499,15.5876,15.5468,15.5775,15.7546,15.2582,15.6950,15.5428,15.6917,15.6224,15.6567,15.6386,15.7569,15.6858,15.6037,15.5918,15.6351,15.5866,15.7115,15.7804,15.6581,15.5284,15.6294,15.5838,15.8406,15.8637,15.6104,15.6237,15.6372,15.6295,15.629382,15.583850,828.365620
192,15.6283,15.5975,15.5745,15.3541,15.6784,15.6679,15.9365,15.6757,15.7109,15.4981,15.6165,15.5726,15.5760,15.5264,15.5786,15.6745,15.6854,15.4968,15.5800,15.6103,15.6269,15.6086,15.7392,15.4742,15.3682,15.4452,15.5540,15.6901,15.7098,15.6728,15.5352,15.5997,15.6805,15.6144,15.7512,15.5673,15.4112,15.7586,15.5808,15.2443,15.6325,15.6104,15.5541,15.7316,15.7911,15.4985,15.2158,15.8740,15.6657,15.6059,15.7294,15.6782,15.5949,15.6310,15.6163,15.5999,15.2511,15.6764,15.6647,15.7856,15.6713,15.5701,15.5520,15.6332,15.6093,15.5710,15.4532,15.4793,15.8177,15.5663,15.5819,15.5861,15.5824,15.5802,15.6482,15.5349,15.8123,15.4693,15.6847,15.6180,15.6668,15.6588,15.6853,15.6286,15.6068,15.5908,15.7016,15.6183,15.7182,15.7966,15.6381,15.5669,15.6294,15.5838,15.7506,15.7445,15.6155,15.6130,15.6481,15.6933,15.629382,15.583850,828.365620
194,15.6061,15.8867,15.6178,15.5353,15.8275,15.9236,15.6740,15.5972,15.6848,15.5256,15.5684,15.5303,15.2167,15.1398,15.4992,15.8163,15.8066,15.3082,15.5537,15.6244,15.6263,15.6144,15.6922,15.5211,15.5587,15.5463,15.5739,15.6621,15.6932,15.6545,15.5613,15.5953,15.7923,15.6811,15.6550,15.5804,15.4234,15.7488,15.6048,15.4119,15.6390,15.6650,15.5712,15.6981,15.7825,15.5030,15.6223,15.5888,15.6637,15.6047,15.8345,15.7773,15.5912,15.6360,15.6265,15.5873,15.2176,15.6846,15.6680,15.8044,16.0363,15.4502,15.3481,15.7634,15.5810,15.5528,15.4570,15.4816,15.8026,15.5677,15.5681,15.5868,15.5980,15.5814,15.7061,15.3842,15.8302,15.4581,15.6428,15.5921,15.6629,15.6510,15.8017,15.7217,15.6000,15.5929,15.6585,15.5977,15.7356,15.8383,15.6466,15.5506,15.6294,15.5838,15.7023,15.6804,15.6007,15.6440,15.6434,15.6662,15.629382,15.583850,828.365620
