iteration,p0_x,p0_y,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p13_x,p13_y,p14_x,p14_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p18_x,p18_y,p19_x,p19_y,p20_x,p20_y,p21_x,p21_y,p22_x,p22_y,p23_x,p23_y,p24_x,p24_y,p25_x,p25_y,p26_x,p26_y,p27_x,p27_y,p28_x,p28_y,p29_x,p29_y,p30_x,p30_y,p31_x,p31_y,p32_x,p32_y,p33_x,p33_y,p34_x,p34_y,p35_x,p35_y,p36_x,p36_y,p37_x,p37_y,p38_x,p38_y,p39_x,p39_y,p40_x,p40_y,p41_x,p41_y,p42_x,p42_y,p43_x,p43_y,p44_x,p44_y,p45_x,p45_y,p46_x,p46_y,p47_x,p47_y,p48_x,p48_y,p49_x,p49_y,global_best_x,global_best_y,global_best_value
40,15.6269,15.6165,15.6285,15.5804,15.7167,15.7337,15.8687,15.6554,15.6888,15.5214,15.5510,15.5151,15.5077,15.4529,15.4567,15.8920,15.7732,15.3602,15.5484,15.6273,15.6291,15.5869,15.7432,15.4702,15.6691,15.6049,15.4928,15.7764,15.6858,15.6463,15.5000,15.6056,15.7510,15.6564,15.7526,15.5672,15.4373,15.7376,15.5767,15.2147,15.6370,15.6478,15.5630,15.7142,15.8766,15.4534,15.5387,15.6475,15.6449,15.5933,15.6624,15.6148,15.6018,15.6215,15.6188,15.5967,15.3516,15.6518,15.6579,15.7465,15.7381,15.5481,15.5041,15.6639,15.6146,15.5749,15.3345,15.4089,15.9137,15.5573,15.5478,15.5877,15.5645,15.5788,15.6853,15.4383,15.8155,15.4673,15.6817,15.6162,15.6750,15.6753,15.7844,15.7079,15.6210,15.5866,15.6571,15.5971,15.7323,15.8304,15.6381,15.5671,15.6294,15.5839,15.8938,15.9341,15.6312,15.5801,15.6348,15.6156,15.629382,15.583850,828.365620
42,15.6182,15.7293,15.5631,15.3062,15.8489,15.9603,15.7259,15.6127,15.6680,15.5432,15.5811,15.5415,15.2966,15.2258,15.6111,15.6166,15.6811,15.5034,15.4678,15.6705,15.6238,15.6389,15.7490,15.4644,15.2149,15.3638,15.5514,15.6938,15.6803,15.6402,15.5610,15.5954,15.7258,15.6414,15.7079,15.5732,15.2782,15.8651,15.6205,15.5223,15.6357,15.6368,15.6330,15.5766,15.6255,15.5859,15.4787,15.6895,15.7248,15.6418,15.7693,15.7159,15.6056,15.6164,15.6259,15.5881,15.6387,15.5816,15.6771,15.8562,15.8335,15.5168,15.3766,15.7452,15.5780,15.5506,15.5064,15.5109,15.6479,15.5821,15.4915,15.5904,15.5769,15.5798,15.6120,15.6290,15.7597,15.5022,15.7001,15.6275,15.6803,15.6859,15.7445,15.6759,15.5879,15.5965,15.6755,15.6058,15.6423,15.6149,15.6306,15.5814,15.6294,15.5838,15.8508,15.8772,15.6215,15.6003,15.6502,15.7056,15.629382,15.583850,828.365620
44,15.6089,15.8509,15.5858,15.4012,15.8731,16.0018,15.7717,15.6264,15.6658,15.5456,15.5255,15.4927,15.4521,15.3931,15.3678,16.0510,15.7684,15.3677,15.4535,15.6781,15.6245,15.6318,15.7544,15.4590,15.4538,15.4906,15.5624,15.6783,15.7180,15.6818,15.5733,15.5933,15.6702,15.6082,15.7138,15.5724,15.6099,15.5994,15.5941,15.3376,15.6382,15.6581,15.5915,15.6582,15.8757,15.4538,15.4677,15.6973,15.6455,15.5937,15.6401,15.5940,15.6126,15.6068,15.6263,15.5877,15.3109,15.6618,15.6521,15.7136,15.8106,15.5244,15.5100,15.6600,15.6213,15.5789,15.4964,15.5049,15.9423,15.5547,15.4676,15.5915,15.5990,15.5815,15.7030,15.3923,15.7693,15.4962,15.6105,15.5722,15.6599,15.6449,15.8045,15.7240,15.5991,15.5932,15.6528,15.5950,15.7300,15.8249,15.6489,15.5460,15.6294,15.5839,15.6499,15.6111,15.5990,15.6477,15.6370,15.6287,15.629382,15.583850,828.365620
46,15.6283,15.5983,15.5776,15.3669,15.7043,15.7123,15.7633,15.6239,15.7078,15.5014,15.5343,15.5004,15.3955,15.3322,15.6158,15.6082,15.6628,15.5319,15.4770,15.6655,15.6269,15.6085,15.7925,15.4209,15.6204,15.5791,15.6078,15.6142,15.6874,15.6480,15.4970,15.6061,15.8173,15.6961,15.7121,15.5726,15.3606,15.7991,15.6072,15.4286,15.6338,15.6210,15.5658,15.7086,15.5944,15.6023,15.5674,15.6273,15.7342,15.6476,15.8516,15.7935,15.5839,15.6460,15.6180,15.5978,15.3868,15.6432,15.6566,15.7391,15.7870,15.5321,15.4738,15.6832,15.6141,15.5741,15.4449,15.4743,15.8767,15.5608,15.5713,15.5866,15.5753,15.5797,15.7286,15.3257,15.7104,15.5331,15.6850,15.6182,15.6438,15.6127,15.7605,15.6887,15.5998,15.5929,15.6891,15.6123,15.6592,15.6552,15.6628,15.5192,15.6294,15.5838,15.7178,15.7010,15.6147,15.6146,15.6481,15.6932,15.629382,15.583850,828.365620
48,15.6089,15.8504,15.6003,15.4621,15.7476,15.7866,15.6756,15.5977,15.6580,15.5538,15.5446,15.5095,15.3077,15.2377,15.4597,15.8869,15.8454,15.2479,15.5632,15.6193,15.6256,15.6217,15.6366,15.5767,15.3278,15.4238,15.4980,15.7691,15.7111,15.6742,15.5730,15.5933,15.7334,15.6459,15.6629,15.5793,15.4361,15.7386,15.5877,15.2925,15.6333,15.6166,15.5752,15.6901,15.8499,15.4674,15.3545,15.7767,15.6881,15.6195,15.7662,15.7129,15.5983,15.6263,15.6235,15.5910,15.3698,15.6474,15.6374,15.6298,15.8913,15.4978,15.3887,15.7374,15.5771,15.5503,15.5112,15.5137,15.8233,15.5658,15.6268,15.5840,15.5863,15.5805,15.7429,15.2884,15.7705,15.4955,15.6960,15.6250,15.6337,15.5925,15.6252,15.5805,15.6256,15.5850,15.7028,15.6189,15.7601,15.8969,15.6431,15.5573,15.6294,15.5838,15.7841,15.7888,15.6337,15.5747,15.6353,15.6183,15.629382,15.583850,828.365620
50,15.6147,15.7756,15.5513,15.2570,15.8616,15.9821,15.8086,15.6374,15.7221,15.4863,15.5805,15.5410,15.5778,15.5283,15.5589,15.7097,15.7780,15.3528,15.4450,15.6827,15.6243,15.6345,15.7547,15.4587,15.5469,15.5401,15.5994,15.6261,15.7328,15.6983,15.5240,15.6016,15.7734,15.6698,15.6932,15.5752,15.4250,15.7476,15.5930,15.3291,15.6403,15.6762,15.5378,15.7635,15.7727,15.5082,15.5826,15.6166,15.6941,15.6232,15.7325,15.6811,15.6188,15.5983,15.6222,15.5927,15.2502,15.6766,15.6748,15.8433,15.5765,15.6012,15.6083,15.5973,15.5672,15.5439,15.4284,15.4646,15.9798,15.5512,15.4975,15.5901,15.5601,15.5785,15.6869,15.4342,15.6978,15.5410,15.6841,15.6176,15.6891,15.7034,15.7368,15.6698,15.5689,15.6025,15.6571,15.5971,15.7243,15.8112,15.6533,15.5376,15.6294,15.5839,15.7990,15.8085,15.6034,15.6385,15.6501,15.7050,15.629382,15.583850,828.365620
52,15.6098,15.8385,15.5840,15.3941,15.6037,15.5398,15.9058,15.6665,15.6632,15.5483,15.5989,15.5571,15.3238,15.2551,15.5135,15.7909,15.8062,15.3090,15.5836,15.6084,15.6256,15.6212,15.7847,15.4288,15.3020,15.4100,15.5453,15.7024,15.6618,15.6198,15.5473,15.5977,15.7049,15.6289,15.7283,15.5704,15.4363,15.7385,15.6187,15.5091,15.6363,15.6418,15.5321,15.7747,15.8118,15.4876,15.4663,15.6983,15.6649,15.6055,15.9442,15.8808,15.5975,15.6274,15.6214,15.5937,15.2891,15.6671,15.6523,15.7147,16.0038,15.4609,15.5127,15.6584,15.5974,15.5633,15.5104,15.5132,15.6300,15.5838,15.5371,15.5882,15.5619,15.5786,15.6879,15.4317,15.7076,15.5348,15.6677,15.6075,15.6373,15.5998,15.6653,15.6125,15.5912,15.5956,15.6832,15.6095,15.7547,15.8841,15.6375,15.5682,15.6294,15.5838,15.6725,15.6410,15.6170,15.6099,15.6369,15.6277,15.629382,15.583850,828.365620
54,15.6122,15.8078,15.5754,15.3580,15.7993,15.8753,15.6975,15.6042,15.6606,15.5510,15.5594,15.5224,15.2844,15.2127,15.5640,15.7006,15.8686,15.2119,15.5145,15.6454,15.6266,15.6116,15.7771,15.4363,15.3120,15.4153,15.5894,15.6403,15.7154,15.6790,15.5823,15.5918,15.7085,15.6311,15.6917,15.5754,15.4930,15.6931,15.5610,15.1059,15.6436,15.7038,15.5119,15.8144,15.7649,15.5123,15.4837,15.6861,15.7040,15.6292,15.7038,15.6540,15.6117,15.6081,15.6215,15.5935,15.2686,15.6721,15.6391,15.6392,15.9970,15.4631,15.4525,15.6967,15.5994,15.5646,15.4711,15.4899,15.8206,15.5660,15.5431,15.5879,15.6141,15.5827,15.6463,15.5398,15.6244,15.5870,15.7002,15.6276,15.7001,15.7255,15.8568,15.7658,15.6073,15.5906,15.6416,15.5897,15.6272,15.5785,15.6784,15.4890,15.6294,15.5838,15.8500,15.8761,15.6113,15.6218,15.6379,15.6338,15.629382,15.583850,828.365620
56,15.6254,15.6364,15.5596,15.2918,15.8858,16.0236,15.7074,15.6072,15.6612,15.5503,15.5005,15.4707,15.4255,15.3645,15.4691,15.8701,15.6045,15.6226,15.4190,15.6966,15.6280,15.5971,15.8225,15.3909,15.5614,15.5478,15.5056,15.7584,15.6705,15.6293,15.5418,15.5986,15.7599,15.6618,15.7221,15.5713,15.4973,15.6897,15.5850,15.2734,15.6361,15.6402,15.5743,15.6919,15.7495,15.5204,15.4917,15.6804,15.6832,15.6166,15.7987,15.7435,15.5920,15.6349,15.6181,15.5976,15.1481,15.7016,15.6900,15.9301,15.7344,15.5494,15.3916,15.7356,15.6061,15.5689,15.6192,15.5778,15.9035,15.5583,15.5274,15.5887,15.4988,15.5738,15.7433,15.2874,15.8334,15.4561,15.6847,15.6180,15.6328,15.5906,15.7795,15.7039,15.6226,15.5859,15.6866,15.6111,15.7933,15.9765,15.6457,15.5523,15.6294,15.5838,15.7123,15.6936,15.6169,15.6100,15.6451,15.6756,15.629382,15.583850,828.365620
58,15.6060,15.8888,15.6364,15.6131,15.5999,15.5332,15.7559,15.6217,15.6593,15.5524,15.5839,15.5439,15.1401,15.0575,15.5981,15.6397,15.8871,15.1831,15.5440,15.6296,15.6253,15.6244,15.6610,15.5523,15.3810,15.4520,15.5341,15.7183,15.7350,15.7007,15.5225,15.6018,15.7625,15.6633,15.6987,15.5745,15.2764,15.8665,15.6020,15.3923,15.6376,15.6530,15.5832,15.6745,15.8038,15.4918,15.5157,15.6636,15.7009,15.6273,15.7870,15.7325,15.6052,15.6169,15.6175,15.5984,15.4280,15.6331,15.6455,15.6759,15.6872,15.5648,15.4473,15.7000,15.5920,15.5599,15.3403,15.4123,15.8593,15.5624,15.5080,15.5896,15.6693,15.5869,15.8089,15.1169,15.6654,15.5613,15.6483,15.5955,15.6702,15.6657,15.6777,15.6225,15.5880,15.5966,15.6215,15.5801,15.7345,15.8357,15.6639,15.5170,15.6294,15.5838,15.7723,15.7732,15.6095,15.6256,15.6347,15.6152,15.629382,15.583850,828.365620
60,15.6092,15.8469,15.5657,15.3174,15.8078,15.8899,15.8080,15.6373,15.6916,15.5184,15.5749,15.5361,15.6834,15.6420,15.4765,15.8569,15.7688,15.3670,15.4718,15.6683,15.6254,15.6230,15.6696,15.5437,15.5106,15.5208,15.5625,15.6782,15.6793,15.6391,15.5679,15.5942,15.6475,15.5947,15.6608,15.5796,15.5708,15.6308,15.5783,15.2264,15.6444,15.7101,15.5885,15.6641,15.7380,15.5265,15.3938,15.7491,15.7373,15.6494,15.8499,15.7918,15.5872,15.6415,15.6222,15.5927,15.1635,15.6979,15.6385,15.6359,15.8235,15.5201,15.6299,15.5835,15.6088,15.5706,15.6044,15.5690,15.5823,15.5882,15.5328,15.5884,15.5682,15.5791,15.6858,15.4370,15.8326,15.4566,15.6903,15.6215,15.6763,15.6778,15.7728,15.6986,15.6015,15.5924,15.7078,15.6212,15.7091,15.7748,15.6402,15.5629,15.6294,15.5838,15.6991,15.6763,15.6237,15.5957,15.6420,15.6580,15.629382,15.583850,828.365620
62,15.6157,15.7626,15.5979,15.4520,15.7492,15.7893,15.6987,15.6046,15.6551,15.5568,15.5689,15.5308,15.4678,15.4100,15.4795,15.8515,15.8870,15.1832,15.5797,15.6105,15.6262,15.6150,15.7352,15.4782,15.3434,15.4320,15.5637,15.6765,15.6660,15.6243,15.5064,15.6045,15.8305,15.7039,15.7268,15.5707,15.4790,15.7043,15.6328,15.6076,15.6275,15.5684,15.5965,15.6484,15.7284,15.5316,15.4349,15.7203,15.7059,15.6303,15.8256,15.7689,15.6073,15.6140,15.6167,15.5995,15.2566,15.6751,15.7049,16.0152,15.7839,15.5331,15.4342,15.7084,15.6111,15.5721,15.4824,15.4966,15.9210,15.5567,15.6726,15.5818,15.5155,15.5751,15.6396,15.5574,15.8019,15.4758,15.6766,15.6130,15.6625,15.6502,15.7965,15.7175,15.5905,15.5958,15.6974,15.6163,15.7323,15.8303,15.6482,15.5475,15.6294,15.5838,15.7851,15.7902,15.6082,15.6284,15.6524,15.7186,15.629382,15.583850,828.365620
64,15.6153,15.7672,15.5854,15.3996,15.6914,15.6901,15.8118,15.6384,15.6498,15.5624,15.5907,15.5499,15.3370,15.2692,15.4840,15.8434,15.6832,15.5002,15.5570,15.6226,15.6237,15.6398,15.8112,15.4022,15.3564,15.4389,15.5941,15.6336,15.7677,15.7368,15.6057,15.5878,15.6366,15.5882,15.7060,15.5735,15.3865,15.7783,15.5820,15.2524,15.6346,15.6282,15.5607,15.7186,15.7071,15.5428,15.5326,15.6518,15.7226,15.6405,15.7055,15.6557,15.6090,15.6118,15.6267,15.5872,15.6371,15.5820,15.6258,15.5634,15.8663,15.5060,15.4789,15.6799,15.5895,15.5582,15.2972,15.3867,15.8134,15.5667,15.4415,15.5928,15.6106,15.5824,15.7306,15.3204,15.7375,15.5162,15.6452,15.5936,15.6420,15.6090,15.7698,15.6962,15.5895,15.5961,15.6263,15.5824,15.6819,15.7095,15.6704,15.5044,15.6294,15.5838,15.7498,15.7433,15.6247,15.5936,15.6277,15.5740,15.629382,15.583850,828.365620
66,15.6080,15.8626,15.5821,15.3860,15.8269,15.9225,15.7571,15.6220,15.7005,15.5090,15.5547,15.5183,15.3826,15.3184,15.5621,15.7041,15.8002,15.3183,15.4095,15.7017,15.6234,15.6429,15.6892,15.5241,15.4278,15.4768,15.5662,15.6729,15.7055,15.6680,15.5506,15.5971,15.6666,15.6061,15.7041,15.5737,15.3079,15.8413,15.6242,15.5479,15.6445,15.7108,15.5468,15.7459,15.7698,15.5097,15.4858,15.6846,15.7136,15.6351,15.9709,15.9060,15.6033,15.6194,15.6193,15.5963,15.0248,15.7318,15.6724,15.8296,15.7107,15.5571,15.4624,15.6904,15.6067,15.5693,15.4280,15.4643,15.6306,15.5837,15.5766,15.5863,15.5413,15.5771,15.7339,15.3120,15.8022,15.4756,15.6642,15.6054,15.6571,15.6394,15.7362,15.6693,15.6104,15.5897,15.7116,15.6231,15.7479,15.8676,15.6513,15.5415,15.6294,15.5838,15.7688,15.7685,15.6117,15.6210,15.6384,15.6364,15.629382,15.583850,828.365620
68,15.6144,15.7792,15.6428,15.6399,15.7554,15.8000,15.7018,15.6055,15.6271,15.5863,15.5660,15.5282,15.2370,15.1617,15.5072,15.8020,15.7306,15.4264,15.5687,15.6164,15.6295,15.5829,15.8227,15.3908,15.5096,15.5203,15.5777,15.6567,15.6847,15.6451,15.5030,15.6051,15.7413,15.6507,15.7315,15.5700,15.5237,15.6684,15.5802,15.2397,15.6370,15.6480,15.5328,15.7733,15.8341,15.4758,15.3695,15.7662,15.7232,15.6409,15.6484,15.6018,15.5898,15.6379,15.6308,15.5821,15.2875,15.6675,15.6837,15.8941,15.6733,15.5694,15.4877,15.6743,15.6009,15.5656,15.4654,15.4865,15.8150,15.5665,15.6013,15.5852,15.5669,15.5790,15.6183,15.6126,15.8233,15.4624,15.6915,15.6222,15.6555,15.6362,15.7290,15.6635,15.5728,15.6013,15.6353,15.5867,15.7247,15.8122,15.6464,15.5508,15.6294,15.5838,15.8437,15.8678,15.6113,15.6219,15.6426,15.6612,15.629382,15.583850,828.365620
70,15.6153,15.7668,15.5920,15.4273,15.7128,15.7269,15.8670,15.6549,15.7179,15.4908,15.5774,15.5383,15.2974,15.2267,15.4455,15.9122,15.7036,15.4685,15.5174,15.6438,15.6277,15.6005,15.6764,15.5369,15.4211,15.4733,15.5472,15.6998,15.7090,15.6719,15.5836,15.5915,15.7944,15.6823,15.7032,15.5739,15.5891,15.6161,15.6192,15.5128,15.6436,15.7035,15.5685,15.7033,15.7138,15.5393,15.4895,15.6820,15.7241,15.6414,15.5297,15.4898,15.6174,15.6003,15.6206,15.5946,15.3595,15.6499,15.6539,15.7241,15.7454,15.5458,15.6106,15.5959,15.6099,15.5713,15.4762,15.4929,15.8894,15.5596,15.5638,15.5870,15.5633,15.5788,15.7265,15.3311,15.7159,15.5297,15.6463,15.5943,15.6477,15.6205,15.8385,15.7511,15.5908,15.5957,15.6608,15.5989,15.6829,15.7120,15.6594,15.5257,15.6294,15.5838,15.7886,15.7947,15.6173,15.6093,15.6410,15.6519,15.629382,15.583850,828.365620
72,15.6078,15.8656,15.5637,15.3088,15.7611,15.8097,15.6783,15.5985,15.7054,15.5040,15.5843,15.5443,15.5260,15.4726,15.5886,15.6567,15.7509,15.3949,15.4839,15.6618,15.6239,15.6378,15.7093,15.5040,15.3387,15.4295,15.5133,15.7475,15.7041,15.6665,15.5065,15.6045,15.6765,15.6120,15.7437,15.5684,15.5740,15.6282,15.5753,15.2052,15.6295,15.5846,15.5678,15.7047,15.6596,15.5679,15.4434,15.7143,15.7216,15.6399,16.0321,15.9637,15.5971,15.6279,15.6238,15.5907,15.4125,15.6369,15.6541,15.7249,15.7633,15.5399,15.2327,15.8371,15.5906,15.5590,15.5537,15.5389,15.5808,15.5884,15.5908,15.5857,15.5638,15.5788,15.7269,15.3302,15.8063,15.4731,15.6859,15.6188,15.6447,15.6146,15.6884,15.6311,15.6260,15.5849,15.6252,15.5819,15.7208,15.8027,15.6550,15.5343,15.6294,15.5838,15.7175,15.7005,15.6062,15.6325,15.6364,15.6247,15.629382,15.583850,828.365620
74,15.6320,15.5496,15.5636,15.3086,15.7593,15.8066,15.8678,15.6551,15.7399,15.4676,15.5568,15.5201,15.3401,15.2726,15.5997,15.6368,15.6697,15.5212,15.5649,15.6184,15.6284,15.5940,15.8974,15.3161,15.6345,15.5865,15.5693,15.6686,15.7481,15.7152,15.5923,15.5901,15.7480,15.6547,15.6871,15.5760,15.4105,15.7592,15.6094,15.4439,15.6416,15.6865,15.6388,15.5653,15.7166,15.5378,15.5744,15.6224,15.6632,15.6044,15.6579,15.6108,15.6131,15.6061,15.6211,15.5940,15.4920,15.6175,15.6551,15.7309,15.9048,15.4934,15.6265,15.5857,15.6141,15.5740,15.4259,15.4630,15.7200,15.5754,15.5072,15.5896,15.6164,15.5828,15.7114,15.3706,15.7418,15.5134,15.6419,15.5916,15.6836,15.6924,15.8043,15.7238,15.5832,15.5981,15.6946,15.6149,15.6226,15.5676,15.6357,15.5716,15.6294,15.5838,15.8269,15.8455,15.6025,15.6403,15.6400,15.6460,15.629382,15.583850,828.365620
76,15.6009,15.9547,15.6413,15.6339,15.7172,15.7344,15.7337,15.6150,15.6740,15.5370,15.5856,15.5455,15.4378,15.3778,15.4225,15.9533,15.7276,15.4311,15.4634,15.6728,15.6229,15.6482,15.6253,15.5879,15.3506,15.4358,15.5912,15.6378,15.7073,15.6700,15.5156,15.6030,15.7924,15.6811,15.6616,15.5795,15.3796,15.7839,15.5820,15.2525,15.6428,15.6968,15.4941,15.8493,15.7503,15.5200,15.4699,15.6957,15.7497,15.6570,15.8889,15.8287,15.5982,15.6264,15.6211,15.5940,15.1905,15.6912,15.6720,15.8272,15.7463,15.5455,15.3937,15.7342,15.5853,15.5555,15.5473,15.5351,15.8913,15.5594,15.5517,15.5875,15.5057,15.5743,15.6920,15.4210,15.7011,15.5389,15.6925,15.6229,15.6360,15.5972,15.8310,15.7452,15.6124,15.5891,15.6546,15.5959,15.6837,15.7140,15.6434,15.5567,15.6294,15.5838,15.7421,15.7331,15.6265,15.5898,15.6425,15.6604,15.629382,15.583850,828.365620
78,15.6089,15.8510,15.5410,15.2140,15.7192,15.7379,15.8057,15.6366,15.6767,15.5341,15.5564,15.5198,15.2918,15.2207,15.5570,15.7131,15.8316,15.2695,15.5544,15.6240,15.6246,15.6315,15.7382,15.4751,15.5970,15.5667,15.5610,15.6802,15.7395,15.7056,15.6193,15.5855,15.7458,15.6533,15.6996,15.5743,15.3772,15.7858,15.6048,15.4119,15.6347,15.6284,15.5549,15.7301,15.6871,15.5534,15.4663,15.6983,15.6667,15.6065,15.8018,15.7465,15.6156,15.6026,15.6229,15.5918,15.3854,15.6436,15.6424,15.6581,15.7520,15.5436,15.4549,15.6952,15.5684,15.5447,15.4296,15.4653,15.7336,15.5741,15.5961,15.5854,15.6512,15.5855,15.7027,15.3930,15.7758,15.4922,15.6895,15.6210,15.6807,15.6866,15.6914,15.6334,15.5778,15.5997,15.6210,15.5798,15.7433,15.8567,15.6550,15.5342,15.6294,15.5838,15.8160,15.8311,15.6109,15.6226,15.6436,15.6671,15.629382,15.583850,828.365620
80,15.6174,15.7396,15.6340,15.6034,15.8136,15.8998,15.6403,15.5871,15.6620,15.5495,15.5571,15.5204,15.5437,15.4916,15.4916,15.8300,15.7404,15.4112,15.5798,15.6104,15.6300,15.5779,15.8298,15.3837,15.4326,15.4794,15.5556,15.6879,15.7269,15.6918,15.5009,15.6055,15.7274,15.6424,15.6725,15.5780,15.3202,15.8314,15.5981,15.3653,15.6413,15.6842,15.5708,15.6987,15.7477,15.5214,15.4815,15.6876,15.6812,15.6153,15.8851,15.8251,15.6087,15.6121,15.6301,15.5829,15.5516,15.6029,15.6714,15.8238,15.8565,15.5092,15.4839,15.6767,15.6187,15.5770,15.5428,15.5324,15.7258,15.5749,15.4845,15.5907,15.5806,15.5801,15.7073,15.3811,15.7366,15.5167,15.6787,15.6143,15.6433,15.6117,15.7459,15.6771,15.6116,15.5893,15.6544,15.5958,15.7398,15.8482,15.6545,15.5352,15.6294,15.5838,15.6834,15.6554,15.6103,15.6239,15.6383,15.6358,15.629382,15.583850,828.365620
82,15.6026,15.9329,15.5475,15.2411,15.7552,15.7996,15.9447,15.6781,15.6866,15.5236,15.5543,15.5180,15.3745,15.3096,15.4305,15.9389,15.9170,15.1366,15.4696,15.6695,15.6225,15.6517,15.7989,15.4145,15.3721,15.4473,15.5260,15.7296,15.7010,15.6631,15.4991,15.6058,15.7305,15.6442,15.8015,15.5605,15.5538,15.6444,15.6035,15.4025,15.6363,15.6425,15.5580,15.7238,15.7615,15.5141,15.4412,15.7159,15.7691,15.6688,15.9121,15.8505,15.5982,15.6264,15.6217,15.5933,15.3376,15.6552,15.6389,15.6380,15.8017,15.5273,15.3500,15.7622,15.6124,15.5729,15.4041,15.4502,15.7644,15.5713,15.5457,15.5878,15.6027,15.5818,15.7595,15.2453,15.6982,15.5408,15.6367,15.5883,15.6621,15.6495,15.7142,15.6517,15.5771,15.5999,15.6914,15.6134,15.6813,15.7082,15.6425,15.5585,15.6294,15.5838,15.8691,15.9015,15.6110,15.6226,15.6426,15.6613,15.629382,15.583850,828.365620
84,15.6294,15.5841,15.5828,15.3888,15.7659,15.8179,15.6781,15.5984,15.6410,15.5717,15.5381,15.5038,15.5508,15.4993,15.5765,15.6782,15.5588,15.6936,15.5624,15.6198,15.6265,15.6123,15.7235,15.4899,15.4113,15.4680,15.6313,15.5812,15.6686,15.6272,15.6150,15.5863,15.7210,15.6386,15.6825,15.5767,15.4152,15.7554,15.5832,15.2607,15.6340,15.6225,15.5566,15.7267,15.6815,15.5563,15.4747,15.6923,15.7447,15.6539,15.9435,15.8801,15.6010,15.6227,15.6151,15.6013,15.4365,15.6311,15.6419,15.6553,15.8748,15.5032,15.4981,15.6676,15.5769,15.5502,15.5189,15.5183,15.7766,15.5701,15.6046,15.5850,15.5836,15.5803,15.7330,15.3143,15.8598,15.4395,15.7083,15.6326,15.6511,15.6273,15.6862,15.6293,15.6056,15.5912,15.6899,15.6127,15.7027,15.7595,15.6627,15.5194,15.6294,15.5838,15.8476,15.8729,15.6307,15.5812,15.6431,15.6641,15.629382,15.583850,828.365620
86,15.6112,15.8206,15.6482,15.6625,15.6579,15.6328,15.6450,15.5885,15.7503,15.4567,15.5210,15.4887,15.1856,15.1064,15.5049,15.8062,15.6108,15.6127,15.5477,15.6276,15.6236,15.6411,15.6985,15.5149,15.4309,15.4785,15.5803,15.6531,15.6917,15.6528,15.4997,15.6057,15.7933,15.6817,15.7337,15.5697,15.3853,15.7793,15.5819,15.2517,15.6415,15.6859,15.5843,15.6723,15.7491,15.5207,15.4624,15.7010,15.6824,15.6161,15.9325,15.8697,15.6186,15.5986,15.6217,15.5933,15.2961,15.6654,15.6424,15.6583,15.8691,15.5051,15.3957,15.7330,15.5813,15.5530,15.5351,15.5279,15.8397,15.5642,15.5334,15.5884,15.5838,15.5803,15.6879,15.4317,15.6625,15.5631,15.6062,15.5695,15.6638,15.6528,15.7500,15.6803,15.5971,15.5938,15.6440,15.5908,15.7072,15.7703,15.6374,15.5683,15.6294,15.5838,15.7757,15.7776,15.6188,15.6061,15.6389,15.6397,15.629382,15.583850,828.365620
88,15.5973,16.0017,15.5798,15.3764,15.7515,15.7932,15.8355,15.6455,15.6252,15.5882,15.5083,15.4775,15.5132,15.4588,15.4656,15.8764,15.9387,15.1029,15.3862,15.7142,15.6275,15.6024,15.7273,15.4861,15.2889,15.4031,15.5466,15.7006,15.6922,15.6533,15.6295,15.5838,15.7255,15.6412,15.7344,15.5696,15.3392,15.8162,15.6035,15.4026,15.6403,15.6757,15.5921,15.6570,15.7632,15.5132,15.6220,15.5890,15.6340,15.5866,15.6344,15.5886,15.5926,15.6341,15.6218,15.5931,15.1664,15.6972,15.6424,15.6579,15.8621,15.5074,15.5086,15.6609,15.5948,15.5616,15.3981,15.4466,15.7860,15.5692,15.6071,15.5849,15.5787,15.5799,15.6817,15.4476,15.6952,15.5427,15.6330,15.5861,15.6758,15.6768,15.7197,15.6561,15.6277,15.5844,15.6685,15.6025,15.6727,15.6875,15.6442,15.5551,15.6294,15.5838,15.6108,15.5592,15.6088,15.6270,15.6378,15.6332,15.629382,15.583850,828.365620
90,15.6113,15.8201,15.5685,15.3290,15.7134,15.7279,15.7241,15.6122,15.7016,15.5079,15.6381,15.5915,15.3669,15.3015,15.4009,15.9918,15.7243,15.4363,15.5661,15.6177,15.6243,15.6344,15.7050,15.5084,15.5001,15.5152,15.5222,15.7350,15.7219,15.6862,15.5532,15.5967,15.7298,15.6438,15.7126,15.5726,15.6101,15.5993,15.5535,15.0533,15.6359,15.6388,15.5469,15.7456,15.6721,15.5613,15.5724,15.6239,15.7435,15.6532,16.0803,16.0091,15.6174,15.6003,15.6220,15.5929,15.4069,15.6383,15.6581,15.7476,15.7475,15.5450,15.5799,15.6154,15.5946,15.5616,15.6097,15.5722,15.8346,15.5647,15.6398,15.5834,15.6028,15.5818,15.6763,15.4617,15.7622,15.5007,15.6709,15.6095,15.6306,15.5864,15.7661,15.6932,15.5475,15.6091,15.6832,15.6095,15.7128,15.7835,15.6596,15.5253,15.6294,15.5838,15.6476,15.6080,15.6156,15.6129,15.6512,15.7115,15.629382,15.583850,828.365620
